GLCpts,1
G6PDH2r,0.689876111
GND,0.691375291
PGI,0.309352765
PFK,1.634880351
TKT1,0.233818235
TKT2,0.233243834
TALA,0.23319374
GAPD,1.765136487
ENO,1.755466344
PYK,1.110996981
PDH,1.295962713
CS,0.970559685
ICDHyr,0.512262809
AKGDH,0.392271625
FUM,0.783618642
MDH,0.176496283
ME1,0.530454881
PPCK-PPC,0.801662144
ICL,0.466253113
