,PFK,PFL,PGI,PGK_rev,PGL,ACALD_rev,AKGt2r,PGM_rev,PIt2r,ALCD2x_rev,ACALDt,ACKr_rev,PPC,ACONTa,ACONTb,ATPM,PPCK,ACt2r_rev,PPS,ADK1,AKGDH,ATPS4r_rev,PTAr,PYK,BIOMASS_Ecoli_core_w_GAM,PYRt2,CO2t,RPE_rev,CS,RPI_rev,SUCCt2_2,CYTBD,D_LACt2,ENO,SUCCt3,ETOHt2r_rev,SUCDi,SUCOAS,TALA_rev,THD2,TKT1_rev,TKT2_rev,TPI,EX_ac_e,EX_acald_e,EX_akg_e,EX_co2_e_rev,EX_etoh_e,EX_for_e,EX_fru_e_rev,EX_fum_e,EX_glc__D_e_rev,EX_gln__L_e,EX_glu__L_e,EX_h_e,EX_h2o_e_rev,EX_lac__D_e,EX_mal__L_e,EX_nh4_e_rev,EX_o2_e,EX_pi_e_rev,EX_pyr_e,EX_succ_e,FBA,FBP,FORt2,FORt_rev,FRD7,FRUpts2,FUM,FUMt2_2,G6PDH2r,GAPD,GLCpts,GLNS,GLNabc,GLUDy_rev,GLUN,GLUSy,GLUt2r,GND,H2Ot,ICDHyr,ICL,LDH_D,MALS,MALt2_2,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,PGI_rev
"('Fructose',)",9.789458863898291,17.804674217935325,0.0,19.437336380718637,0.0,8.279455380486587,0.0,19.12068860791459,0.778644493191286,8.279455380486588,0.0,8.503585277961314,0.6065413487615053,0.2283631564694259,0.2283631564694259,8.39,0.0,8.503585277961314,0.0,0.0,0.0,5.452052576810896,8.503585277961314,8.404273021945494,0.2116629497353106,0.0,0.3781781922920811,0.1521433282697431,0.2283631564694259,0.1521433282697403,0.0,0.0,0.0,19.12068860791459,0.0,8.279455380486588,0.0,0.0,0.0378665017076482,3.6291941024566094,0.037866501707648,0.114276826562095,9.78945886389829,8.503585277961314,0.0,0.0,0.3781781922920811,8.279455380486588,17.804674217935325,10.0,0.0,0.0,0.0,0.0,30.554218267586958,7.115795981726779,0.0,0.0,1.1541557323167018,0.0,0.778644493191286,0.0,0.0,9.78945886389829,0.0,0.0,17.804674217935325,0.0,10.000000000000009,0.0,0.0,0.0,19.43733638071863,0.0,0.0541222162473189,0.0,1.100033516069383,0.0,0.0,0.0,0.0,7.115795981726779,0.2283631564694259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1541557323167018,0.0,0.0,0.0433909046957417
"('Glucose',)",9.78945886389827,17.804674217935307,9.956609095304245,19.43733638071859,0.0,8.279455380486603,0.0,19.120688607914584,0.7786444931912786,8.279455380486603,0.0,8.503585277961266,0.6065413487615349,0.2283631564694284,0.2283631564694263,8.39,0.0,8.503585277961266,0.0,0.0,0.0,5.45205257681089,8.503585277961278,8.404273021945453,0.2116629497353091,0.0,0.3781781922921036,0.1521433282697408,0.2283631564694284,0.1521433282697398,0.0,0.0,0.0,19.120688607914584,0.0,8.279455380486604,0.0,0.0,0.0378665017076471,3.629194102456582,0.0378665017076471,0.1142768265620937,9.789458863898268,8.503585277961266,0.0,0.0,0.3781781922921036,8.279455380486606,17.80467421793531,0.0,0.0,10.0,0.0,0.0,30.55421826758691,7.115795981726695,0.0,0.0,1.1541557323166982,0.0,0.7786444931912783,0.0,0.0,9.789458863898268,0.0,0.0,17.80467421793531,0.0,0.0,0.0,0.0,0.0,19.43733638071859,10.000000000000016,0.0541222162473188,0.0,1.1000335160693795,0.0,0.0,0.0,0.0,7.115795981726698,0.2283631564694263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1541557323166982,0.0,0.0,0.0
