ID,Activity
MK10t,0
MK11t,0
MK7t,0
MK8t,0
dpheme,0
MK9t,0
MTHGXLt,0
NACt,0
PACt2r,0
PHEt2r,0
PNTOt2,0
PPAtr,0
PTRCtex2,0
PYDXNtr,0
PYRt2r,0
RAFFabc,0
RIBFLVt2r,0
RIBt2r,0
SERt2r,0
SPMDtex2,0
STYSabc,0
SUCRt2,4
TAURtex2,0
TCHOLAt2,0
THRt2r,0
TRPt2r,0
TYRt2r,0
VALt2r,0
COBALTt5,2
PIt6,0
ADNt2,0
DINSt2,0
DURIt2,0
Clt,1
MNt2,1
NH4t,0
ACETOLt,0
CO2t,2
H2td,1
O2t,0
UREAt,0
IOR2,0
PACCOALr,0
SHK3Dr,1
PPNDH,4
TRPS1,0
DHQS,1
AROH,4
LARGNAT,5
CHORM,1
PPND2,4
SHKK,1
DDPA,1
DHQTi,1
TYRTA,2
PSCVT,1
CHORS,1
TRPAS2,2
IGPS,1
ANS2,1
ANS,0
ANPRT,1
PHETA1,5
TRPS3r,1
TRPS2,0
PPND,4
TRDR,1
URFGTT,0
HCO3E,1
ACTNDH,0
ATPM,1
FDNADOX,0
FRNDPR2r,0
ACLS,1
ACHBS,1
CITRAMALS,0
LEUO,0
OIVD1r,1
OIVD2,1
OIVD3,1
VALO,0
LEUTA,2
DHAD1,1
DHAD2,1
IPPS,1
IPPMIa,2
IPPMIb,2
IPMD2,0
IPMDr,1
OMCDC,1
2MMALD,0
2MMALD2,0
ILETA,2
VALTA,2
KARA1,2
KARA2,1
PYDAMK,0
PYDXK,0
PYDXNK,0
PYDXNO,0
PYDXO,0
PLPS,1
BGLA16,0
GLYCTO2,0
GLYCTO3,0
GLYCTO4,0
THRD_L,1
PDX5POi,0
PYAM5PO,0
LCAR2,1
R00494,0
R01197,0
NIabc,0
DHNCOAS,0
R05688,0
MI3PS,0
23CN2P1,0
AEPPYRTA,0
R03537,0
R03929,0
R05135,0
R03538,0
DKGLCNR1,0
DDGLK,0
OXGDC2,0
3NUCLE1,0
R07161,0
DHQD,0
KDOCT,0
IPMD,0
3MBRC,0
OCOAT1,0
R02914,0
AMPMS2,0
ADCS,0
R02288,0
CCGS,0
ACP1_FMN_,0
ACONT,0
ALAD_R,0
ALATA_L2,0
ALDD2y,0
ALDD3y,0
ALLPI,0
R01992,0
G1PCTYT,0
AMID4,0
AP4AS,0
ASP4DC,0
R00206,0
BFBP,0
LACZ,0
BUTKr,0
CHTNDA,0
CMtpp,0
COCHL,0
CUt2pp,0
CPPPGO,0
R05633,0
CYSTL,0
DTARTD,0
ALATA_D2,0
R00257,0
DRBK,0
DBTSr,0
R01388,0
DHORD3,0
DHORDi,0
DHORD2,0
DHFRi,0
R07219,0
DOXRBCNtpp,0
DSERDHr,0
FERO,0
GluForTx,0
R05635,0
FUSAtpp,0
GALKr,0
GALTi,0
GALOX,0
GDMANE,0
G6PDH2,0
GLUDxi,0
G1SATi,0
GF6PTA,0
GLYCK2,0
GLYK,0
G3PD2,0
GLYATi,0
GLYCL,0
R01221,0
GLYt4,0
R03425,0
GCALDDr,0
GLYCLTDx,0
GLYCLTDy,0
R00717,0
GMPR,0
GMPS,0
HISDr,0
HSDy,0
HSERTA,0
GLYOX,0
HAMR,0
r0422,0
R05884,0
HPROa,0
LALGP,0
ATHRDHr,0
ASPO1,0
ASPO6,0
CYSSADS,0
ARABDI,0
R01168,0
LDAPAT,0
R07606,0
METSOXR2,0
HEPK1,0
LSERDHr,0
MALS,0
MSAR,0
MAN1PT,0
R02755,0
MMM2,0
MINCYCtpp,0
R01166,0
NMNAT,0
NNAT,0
NOVBCNtpp,0
NTPP6,0
NTPP4,0
NTPP5,0
NTPP3,0
NTPP7,0
NTP3,0
OCBTi,0
PDH2,0
PRDX,0
PGPP_HP,0
PACCOAL,0
PHACTE,0
PPCK,0
PPS,0
PGCD,0
PPM,0
PPM2,0
PRAIi,0
GARFT,0
PSERT,0
PPK,2
PSD_HP,0
PDX5PO,0
R05838,0
P5CR,0
PDHcr,0
PDHbr,0
PDHa,0
POR5,0
POR4,2
R07605,0
QMO3,0
RFAMPtpp,0
SACCD2,0
SDPDS,0
SDPTA,0
TTRCYCtpp,0
THFGLUS,0
TDP,0
TMN,0
TMPK,0
THZPSN3,0
TMDSf,0
TYRL,0
UDPGD,0
UAGCVT,0
UAG2Ei,0
UMPK,0
UREA,0
UPPDC1,0
GALU,0
R00321,0
R01026,0
R01317,0
R01790,0
R01791,0
R01823,0
R02108,0
R02112,0
R02120,0
R02540,0
R03096,0
R03180,0
R05551,0
R05590,0
R06052,0
R06066,0
R06199,0
R06200,0
R06209,0
Biomass_Btheta,1
