0.981051874,34.05653951
1.284296051,34.4993188
1.610325629,34.14168937
2.04395245,34.10762943
2.545361914,34.3119891
3.685825394,34.26089918
5.206246596,33.97138965
7.308604536,33.57970027
9.159884206,33.66485014
11.77668001,33.34128065
14.86405467,32.66008174
18.52338922,32.16621253
20.74686049,31.74046322
23.5411107,30.8719346
27.05269273,29.86716621
29.02781424,28.41961853
33.17131174,26.7506812
37.19500298,25.20095368
42.01161643,22.64645777
47.69187713,21.31811989
53.80705127,19.88760218
61.07691527,18.64441417
65.91142739,17.75885559
75.72388713,17.00953678
96.13445686,16.77111717
119.7646347,16.58378747
150.0857872,16.77111717
174.3682386,17.38419619
242.9878559,18.0653951
268.4766946,18.69550409
344.8330329,19.35967302
426.6081798,19.87057221
492.5378612,20.46662125
601.7111674,21.02861035
677.6813716,21.33514986
763.2172449,21.67574932
1077.071793,22.28882834
1348.903616,23.10626703
1964.640283,23.53201635
2508.556332,23.82152589
4116.698606,24.1280654
5527.362513,24.34945504
7147.845783,24.48569482
3223.436839,24.04291553
8958.711342,24.53678474
938.4646982,22.01634877
1205.307716,22.73160763
1638.371789,23.19141689
3.092852951,33.98841962
4.153812996,33.9373297
