GLCpts,1
G6PDH2r,0.410378957
GND,0.409503104
PGI,0.569635886
PFK,0.970694826
TKT1,0.131297547
TKT2,0.101831512
TALA,0.131591961
GAPD,1.660728956
ENO,1.568348868
PYK,0.42735868
PDH,1.203369378
CS,0.708669726
ICDHyr,0.437660716
AKGDH,0.336771613
FUM,0.590539312
MDH,0.521198995
ME1,0.157357924
PPCK-PPC,0.305519991
ICL,0.267158654
