Objective,Combination
0.49052883599590613,['Fructose']
0.49052883599587455,['Galactose']
0.4905288359958872,['Glucose']
0.4905288359959069,['Lactose']
0.5246211173915704,['Maltose']
0.5246211173915472,['Sucrose']
