Objective,Combination
0.21074662119436896,['Fructose']
0.3143925004702642,['Galactose']
0.3143925004704024,['Glucose']
0.3316668136830258,['Lactose']
0.279843874044958,['Maltose']
0.400764066533597,['Sucrose']
