Objective,Combination
0.245025810294151,['Fructose']
0.21699082055791413,['Galactose']
0.2450258102941493,['Glucose']
0.23100831542606828,['Lactose']
0.24502581029415463,['Maltose']
0.24502581029415016,['Sucrose']
