time_h;glc;frc;mic
0.0;8.1417;0.0;0.1518
0.015851767302880564;8.120971862857633;0.0;0.1536114764848106
0.17436944033168622;7.899595703960157;0.0;0.17295801512386705
0.3636843116993803;7.59841387923496;0.0;0.19927894253740164
0.5485546954210765;7.260161064689247;0.0;0.2288395834798119
0.7276083875702102;6.884844619272948;0.0;0.26163929483663656
0.9009573010167915;6.470384533681038;0.0;0.2978598530945112
1.0687314995987411;6.014794138024087;0.0;0.3376748776077978
1.2310119608231942;5.5164038113171046;0.0;0.38123028014522314
1.3878231398041518;4.974022291704775;0.0;0.42863016764236656
1.539121462601614;4.387163211518339;0.0;0.47991704481583014
1.684764096170485;3.7564330152797614;0.0;0.5350379131745613
1.8244086917969387;3.0844191811902077;0.0;0.5937666474336788
1.9571262246410408;2.378598429329289;0.0;0.6554498409452671
2.058361055789987;1.7926928717545338;0.0;0.706653387726958
2.132061795309111;1.3390397057715515;0.0;0.7462991135726427
2.1849610039097507;0.9993173330071876;0.0;0.775988182368355
2.2231540944837866;0.7471412305882774;0.0;0.7980263943130909
2.251053342130127;0.5598560282173997;0.0;0.8143936509419754
2.27168208828783;0.4203176263862632;0.0;0.8265882119827986
2.2871199756806666;0.31590435620525037;0.0;0.8357131122252079
2.2988081764515718;0.2374413531493756;0.0;0.8425701628123938
2.307759805479299;0.17825289293762112;0.0;0.8477427696467336
2.314696404161455;0.13346610310174342;0.0;0.8516567835332984
2.3201382660800824;0.09950697050985696;0.0;0.8546245451663026
2.324463990700673;0.07374540374928959;0.0;0.8568759038908289
2.327949869840186;0.05424484286108717;0.0;0.8585800998466436
2.3307959566298746;0.0395804878010945;0.0;0.8598616493739185
2.3331453559036515;0.028689977425553;0.0;0.8608133944978233
2.3351041430730013;0.020732173650889467;0.0;0.8615088440845147
2.336761429847603;0.014987229685832637;0.0;0.8620109070932538
2.3381971379739808;0.010848921791548751;0.0;0.862372562720381
2.3394784139023566;0.007852423741113175;0.0;0.8626344331295674
2.3407596898307323;0.0055026952364640915;0.0;0.8628397809571424
2.3419389625777884;0.003864243499167119;0.0;0.8629829687782777
2.3430518742756474;0.00271395262438931;0.0;0.8630834951717515
2.3441355719697845;0.001895112612839325;0.0;0.8631550553614376
2.3452169397090645;0.0013091568242281997;0.0;0.8632062632980175
2.346317225650623;0.000890607538857318;0.0;0.8632428412202388
2.3474547959424648;0.0005939662158463519;0.0;0.8632687653434422
2.348646882907407;0.0003865138306176806;0.0;0.8632868950535545
2.3499108742996215;0.0002441361537142081;0.0;0.8632993377449503
2.351265448334347;0.00014878552131814335;0.0;0.8633076706417857
2.3527317649908692;8.686700101250693e-05;0.0;0.8633130818344432
2.3543349077248945;4.816350224933287e-05;0.0;0.8633164642164396
2.356105812569168;2.5082030125367083e-05;0.0;0.8633184813559298
2.3580840350493717;1.2094416839964553e-05;0.0;0.8633196163713872
2.360321934711015;5.298146724664264e-06;0.0;0.8633202103120493
2.3628913087237837;2.054369791139838e-06;0.0;0.8633204937926919
2.3658944201870007;6.79902450679049e-07;0.0;0.8633206139103489
2.3694832957485734;1.826260685925441e-07;0.0;0.8633206573684014
2.373895354410688;3.7691998174959324e-08;0.0;0.8633206700345015
2.37952176886272;6.5482501713039304e-09;0.0;0.8633206727562206
2.3870254610456563;2.4285537023699864e-09;0.0;0.8633206731162497
2.397259788689383;5.5631397888538155e-09;0.0;0.8633206728423115
2.4070198357281867;9.45190460071347e-09;0.0;0.863320672502464
2.41677988276699;1.6059269999208238e-08;0.0;0.8633206719250321
2.4258857040996453;1.7743274137103635e-08;0.0;0.8633206717778634
2.434175698398171;1.1214017418308023e-08;0.0;0.8633206723484692
2.44243015212334;6.915441869842086e-09;0.0;0.8633206727241309
2.451484260918583;7.378895550944512e-09;0.0;0.8633206726836287
2.461305391724034;1.3037312934411956e-08;0.0;0.8633206721891274
2.469875834961993;1.0000065849200817e-08;0.0;0.863320672454559
2.478446278199952;7.670350709952764e-09;0.0;0.8633206726581578
2.487653580431189;9.071055035579917e-09;0.0;0.8633206725357473
2.497245603365383;1.3826116263176622e-08;0.0;0.8633206721201923
2.506455041023071;1.6374592306620678e-08;0.0;0.8633206718974754
2.5149804267123;1.2175912091617687e-08;0.0;0.8633206722644071
2.523330211625815;8.019927952891998e-09;0.0;0.8633206726276075
2.532219959542853;7.655586577491729e-09;0.0;0.863320672659448
2.541784050114983;1.1458284274852967e-08;0.0;0.8633206723271221
2.5513162557831373;1.6796935387324566e-08;0.0;0.8633206718605658
2.560114983386315;1.5069206260261276e-08;0.0;0.8633206720115558
2.5683788419683324;9.353480071795434e-09;0.0;0.8633206725110655
2.576911793879463;6.9914060222219804e-09;0.0;0.8633206727174922
2.5862497694963955;9.019177620406484e-09;0.0;0.8633206725402809
2.595997401091684;1.52022737072504e-08;0.0;0.8633206719999268
2.605191063697826;1.781561226815904e-08;0.0;0.8633206717715415
2.613558656085346;1.1880034373164778e-08;0.0;0.8633206722902644
2.621793927934442;7.2297311218195674e-09;0.0;0.8633206726966645
2.630747519777627;7.207193873826079e-09;0.0;0.863320672698634
2.640500267771149;1.2188000403686487e-08;0.0;0.8633206722633506
2.6501148108011563;1.8851091788647853e-08;0.0;0.8633206716810488
2.6587923532214512;1.556487347890073e-08;0.0;0.8633206719682385
2.666886456719792;8.593329861837065e-09;0.0;0.8633206725774967
2.6753926450953167;6.305746485193339e-09;0.0;0.8633206727774135
2.684895189464331;9.065945517688132e-09;0.0;0.8633206725361938
2.6948157593185487;1.706485823159222e-08;0.0;0.8633206718371517
