,PFK,PFL,PGI,PGK_rev,PGL,ACALD,AKGt2r,PGM_rev,PIt2r,ALCD2x,ACALDt,ACKr,PPC,ACONTa,ACONTb,ATPM,PPCK,ACt2r,PPS,ADK1,AKGDH,ATPS4r,PTAr_rev,PYK,BIOMASS_Ecoli_core_w_GAM,PYRt2_rev,CO2t_rev,RPE,CS,RPI_rev,SUCCt2_2,CYTBD,D_LACt2,ENO,SUCCt3,ETOHt2r,SUCDi,SUCOAS_rev,TALA,THD2,TKT1,TKT2,TPI,EX_ac_e,EX_acald_e,EX_akg_e,EX_co2_e,EX_etoh_e,EX_for_e,EX_fru_e_rev,EX_fum_e,EX_glc__D_e_rev,EX_gln__L_e,EX_glu__L_e,EX_h_e,EX_h2o_e,EX_lac__D_e,EX_mal__L_e,EX_nh4_e_rev,EX_o2_e_rev,EX_pi_e_rev,EX_pyr_e,EX_succ_e,FBA,FBP,FORt2,FORt,FRD7,FRUpts2,FUM,FUMt2_2,G6PDH2r,GAPD,GLCpts,GLNS,GLNabc_rev,GLUDy_rev,GLUN,GLUSy,GLUt2r,GND,H2Ot_rev,ICDHyr,ICL,LDH_D_rev,MALS,MALt2_2,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,PGI_rev
glc_1,7.47738196216029,0.0,4.860861146496837,16.023526143167615,4.959984944574638,0.0,0.0,14.71613956874284,3.21489504768473,0.0,0.0,1.0297466822596379e-15,2.5043094703687303,6.007249575350356,6.007249575350356,8.39,0.0,1.0297466822596379e-15,0.0,0.0,5.064375661482119,45.51400977451756,5.196301174036498e-15,1.7581774441067952,0.8739215069684295,7.597785447006458e-16,22.809833310205004,2.678481850507515,6.007249575350356,2.281503094067118,0.0,43.598985311997616,0.0,14.71613956874284,0.0,0.0,5.064375661482119,5.064375661482119,1.4969837572615592,0.0,1.496983757261559,1.1814980932459562,7.4773819621602895,0.0,0.0,0.0,22.809833310205004,0.0,0.0,0.0,0.0,10.0,0.0,0.0,17.53086542978667,29.175827135565772,0.0,0.0,4.765319193197452,21.799492655998804,3.21489504768473,0.0,0.0,7.4773819621602895,0.0,0.0,0.0,0.0,0.0,5.064375661482119,0.0,4.959984944574638,16.02352614316761,10.000000000000002,0.2234617293318277,0.0,4.541857463865624,0.0,0.0,0.0,4.959984944574632,29.175827135565772,6.007249575350356,0.0,2.8851667222789664e-15,0.0,0.0,5.064375661482119,0.0,0.0,38.53460965051549,0.0,4.765319193197452,21.799492655998804,9.282532599166629,0.0
frc_1,7.477381962160284,0.0,0.0,16.023526143167608,4.95998494457466,0.0,0.0,14.71613956874283,3.2148950476847578,0.0,0.0,0.0,2.5043094703687454,6.007249575350332,6.0072495753503325,8.39,0.0,0.0,0.0,0.0,5.064375661482093,45.514009774517476,0.0,1.7581774441067852,0.873921506968431,0.0,22.80983331020495,2.67848185050753,6.007249575350331,2.2815030940671317,0.0,43.598985311997524,0.0,14.71613956874283,0.0,0.0,5.064375661482093,5.064375661482093,1.496983757261567,0.0,1.4969837572615667,1.1814980932459627,7.477381962160283,0.0,0.0,0.0,22.80983331020495,0.0,0.0,10.0,0.0,0.0,0.0,0.0,17.530865429786683,29.17582713556578,0.0,0.0,4.7653191931974614,21.79949265599876,3.2148950476847578,0.0,0.0,7.477381962160283,0.0,0.0,0.0,0.0,10.0,5.064375661482092,0.0,4.959984944574661,16.023526143167604,0.0,0.22346172933182776,4.59069435951965e-16,4.541857463865639,0.0,0.0,0.0,4.959984944574659,29.17582713556578,6.007249575350332,0.0,0.0,0.0,0.0,5.064375661482092,0.0,0.0,38.53460965051543,0.0,4.765319193197466,21.79949265599876,9.282532599166617,5.139138853503188
